HCPCS_Code,Code,generic,range,WAC per Unit
J3010,J,1,10,5.2
J1170,J,1,10,48.88235294117647
J1165,J,1,10,7.674574867256637
J2300,J,1,10,3.6804615384615382
J2060,J,1,10,10.0
J0595,J,1,10,4.363752212389381
J0461,J,1,10,0.5730542857142857
J3475,J,1,10,189.366145825
J1953,J,1,10,1.1133569911504424
J2270,J,1,10,140.0
J2690,J,1,10,375.0232653061224
J0151,J,1,0,2.177777778
J3070,J,0,5,113.51065573770491
J0592,J,1,10,5.056666667
J1250,J,1,10,19.863772891978023
J1885,J,1,10,7.941076923076924
J1200,J,1,10,4.008
J2250,J,1,10,1.1695
J2765,J,1,10,3.3524
J3260,J,1,10,19.77888849557522
J2150,J,1,10,7.679085714285714
J0744,J,1,10,45.35398230088496
J1265,J,1,10,2.186421052631579
J0280,J,1,10,11.801440707964602
J1364,J,1,10,200.0
J0171,J,1,10,303.784
J0670,J,1,10,4.031548672566371
J3430,J,1,10,24.73
J1940,J,1,10,11.6728
J0712,J,1,10,7.036824074074074
J0153,J,1,10,32.0
J7525,J,0,10,202.913203539823
J0289,J,1,10,50.95
J2248,J,1,10,1.87
J2785,J,1,10,60.269823008849556
J0150,J,1,0,46.67
J7644,J,1,10,0.62
J3420,J,1,10,59.0
J0636,J,1,9,0.72038623853211
J1750,J,1,10,27.262
J2370,J,1,9,18.75
J1439,J,0,10,1.7875375
J2210,J,1,10,29.576666666666664
J2430,J,1,10,40.0
J1955,J,1,10,35.67
J1756,J,1,10,0.57637
J0610,J,1,9,7.71869552238806
J1100,J,1,10,1.0304867256637167
J0210,J,0,10,40.0
J0834,J,1,10,106.58
J2790,J,1,10,118.05946902654867
J2788,J,1,10,65.13088495575221
J0132,J,1,10,18.5
J1110,J,1,10,1146.3983956043955
J3130,J,1,0,
J2360,J,1,10,29.362
J2560,J,1,10,62.92592593
J2550,J,1,10,41.30329230769231
J3230,J,1,10,57.78
J1160,J,1,10,618.98
J1245,J,0,10,2.794867256637168
J2800,J,1,10,57.09
J1270,J,1,10,2.8125
J1325,J,1,10,23.34061946902655
J0640,J,1,10,11.274098360655739
J9190,J,1,10,534.0
J9178,J,1,10,4.8
J9040,J,1,10,140.0
J9045,J,1,10,89.97786667119999
J9260,J,1,10,32.636312499999995
J9390,J,1,10,75.24
J9320,J,0,10,349.23
J9293,J,1,10,112.64999999999999
J9185,J,1,10,2412.409090909091
J9150,J,1,10,70.75
J9181,J,1,10,24.47342857142857
J9060,J,1,10,100.0
J1631,J,1,10,85.3485250718584
J1630,J,1,10,20.29488888888889
J0278,J,1,10,2.350801886792453
S0166,S,1,9,12.3825
J0290,J,1,10,16.704
J9218,J,1,10,71.77662337454545
J1566,J,1,10,92.89398230088496
J1569,J,1,10,70.46925663716814
J0257,J,1,10,5.570796460176991
J2724,J,1,10,15.0
Q4102,Q,1,10,110.79898862035398
Q4101,Q,0,9,45.34090909
J0587,J,0,10,11.683695575221238
S1090,S,0,7,
Q9957,Q,0,10,132.27543180909092
J7197,J,0,10,4.177142857142857
J1670,J,0,10,523.3930088495575
J1460,J,0,10,263.54151639344263
J1560,J,0,10,240.83210655737705
90371,9,1,10,176.90000000000003
J1561,J,1,10,73.0821592920354
J1930,J,0,10,98.40544873673078
J0586,J,1,10,10.16666667
J9280,J,1,10,257.40885245901643
A9600,A,1,10,3750.0
J0470,J,0,10,52.7085073740708
J0360,J,1,10,42.46
J3473,J,0,10,0.37200000000000005
J2278,J,0,10,9.654116
J9371,J,1,10,3333.4615744680855
J0770,J,1,10,28.0
J0740,J,1,10,982.6780530973452
J7311,J,0,10,9914.736013190266
J7316,J,0,6,987.6666667000001
J1120,J,1,10,43.00759493670886
J1300,J,0,10,214.6545722477876
J0364,J,1,10,37.91896047247787
Q2043,Q,0,10,53453.11646017699
J3000,J,0,10,56.913716814159294
J0285,J,0,10,40.22035398230089
J1380,J,1,10,119.32
J3250,J,0,10,38.270686725663715
J0598,J,1,10,59.42154285714286
J0131,J,1,10,10.281787378640777
J7665,J,1,10,6.578947368
J2791,J,0,10,10.691999999999998
J1459,J,0,10,72.39132743362832
J1559,J,0,10,21.991
J0850,J,1,10,1756.85
J0476,J,1,10,87.26904109589042
J0475,J,1,10,254.145
J9315,J,1,7,328.45557142857143
Q2050,Q,1,10,7578.0
Q2049,Q,0,1,479.65999999999997
J1205,J,1,10,528.0943362831858
J0894,J,1,10,35.61349484536082
J0207,J,1,10,1071.4082694038461
J1290,J,0,10,475.91717699646017
J9307,J,1,10,498.197
J0490,J,0,10,44.21556047318584
J7606,J,1,10,16.18541887938053
J3485,J,0,10,1.4595
J2357,J,0,10,39.679548717692306
J2997,J,0,10,85.72601238938053
J9310,J,0,4,409.5173274336283
C9257,C,0,10,40.843175
J9035,J,0,10,40.843175
J9301,J,0,10,64.94295132743363
J2778,J,0,10,390.0
J9354,J,0,10,31.507839285714287
J3101,J,0,10,136.90684081632654
J9355,J,0,10,103.8946667
J3262,J,0,10,6.749588701054348
J9306,J,0,10,12.320072693035398
J7510,J,1,10,3.269583333
A9581,A,0,10,16.710176991150444
J7302,J,0,1,
J7301,J,0,10,784.522389380531
J1830,J,1,10,555.881250025
J2794,J,1,10,10.6204
J2426,J,0,10,12.889432446923077
J0717,J,0,10,10.803866592920354
J0840,J,0,10,3008.6017699115046
J1162,J,0,10,3648.929203539823
C9293,C,0,10,314.48946902654865
J9042,J,0,10,161.48035398230087
J7300,J,0,10,923.2611940298508
J3095,J,0,10,8.086744827586207
J3315,J,1,10,816.8102439
J8600,J,0,10,11.177893805309733
J9245,J,1,10,1643.0999999999997
J2792,J,1,10,36.21273333
J1743,J,0,10,516.1411209265486
J3385,J,0,10,349.3205530973451
J9266,J,1,10,22625.384
J1640,J,0,10,25.1229979575
J9120,J,1,10,1874.9417699115045
J9230,J,0,4,264.5510869565218
J2260,J,1,10,128.75
J9340,J,1,10,900.0
J9250,J,1,10,44.915404255319146
J0780,J,1,10,18.5
J9360,J,1,10,4.32124778761062
J2760,J,1,10,466.5446122448979
J9065,J,1,10,57.39057142857143
J9200,J,1,10,3570.261428571429
J2400,J,1,8,127.20327058823531
J0133,J,1,10,0.188
J0881,J,0,10,7.709166666666667
J0882,J,0,10,7.709142857142857
J2505,J,0,7,4503.523805309735
J1442,J,0,10,1.1105802465925925
J2796,J,0,10,87.0102
J0897,J,0,10,20.804035398495575
J9303,J,0,10,126.34797345132743
J0795,J,0,9,8.609887037037037
J0725,J,1,10,31.225000000000005
J7323,J,0,10,338.7570796486726
J9155,J,0,10,6.255434365761062
J2504,J,0,6,324.589968725
J1745,J,0,10,113.37310619469027
J3357,J,0,10,298.0329743307692
J1602,J,0,10,35.18809203539823
J9019,J,1,10,403.084
J2355,J,0,4,434.0597826086956
J7185,J,1,10,1.5915929203539823
J7195,J,1,10,1.9875
J1438,J,0,10,859.4025925925926
J0180,J,0,10,176.14670796460177
J1931,J,0,10,31.139838265929203
J7511,J,0,10,849.4829203539822
J7325,J,0,10,27.017831858495576
J9027,J,1,10,800.0
J0220,J,0,2,195.0
J0221,J,0,10,163.52357522123896
J3240,J,0,10,1704.8178260869565
J1786,J,0,10,41.167398230088494
J0400,J,0,1,0.7045897436999999
J0401,J,0,10,5.547869470383177
J0594,J,1,10,19.273303465929203
Q0138,Q,1,10,1.704196078
Q0139,Q,1,10,1.941331161955752
J9025,J,1,10,5.852399999999999
Q3027,Q,0,10,939.1748765666166
J1267,J,0,4,0.9109190243902439
J0885,J,1,10,19.33
J7324,J,0,10,441.78849557522125
J7327,J,0,10,1350.3886725663717
J1556,J,1,10,68.204375
J2510,J,0,10,34.1550625
J0558,J,0,10,10.916964600504423
J0561,J,0,10,15.773774336477876
J2507,J,1,10,3032.102516233766
J2730,J,0,10,86.7
J2770,J,0,9,417.7067232142857
J9370,J,1,10,15.05
J2793,J,0,10,23.624401916578947
J0178,J,0,10,925.0
J1572,J,0,10,47.40325
J1097,J,1,10,465.0
J1645,J,1,10,27.96
J9179,J,0,10,115.85486725663718
J2469,J,1,10,33.88351648351649
J0800,J,1,9,3846.4274336283183
J9041,J,1,10,45.81972187123894
J0720,J,0,10,38.940088495575225
J3411,J,1,10,5.169263716814159
J9130,J,1,10,15.628750000000002
J3415,J,1,10,15.336548672566371
J2720,J,0,10,2.500814159292035
J2680,J,1,10,30.886690265486724
J1240,J,0,10,9.782389380530972
J2545,J,1,10,159.70681415929204
J9262,J,0,10,3.0238987013272727
J9033,J,1,10,28.650899115044247
J9017,J,1,10,426.61
J1446,J,0,1,1.2700177466296296
J2410,J,0,4,3.126
C9132,C,0,7,2.6184210526315788
J7180,J,0,10,10.441061946902654
J7187,J,0,10,1.3216814159292034
J0597,J,0,10,61.02176991150443
J7178,J,0,10,1.24
90675,9,1,10,415.7278571428572
J7198,J,1,10,2.3730136986301367
J1557,J,0,10,102.21487878787879
J7674,J,0,10,6.33431085
J2323,J,0,10,22.33046253637168
Q9975,Q,0,1,
J7201,J,1,10,3.3629687500000003
J0583,J,1,10,3.915472727272727
J2212,J,0,10,1.0984879385
J2315,J,0,10,3.629311597566372
Q4074,Q,0,10,134.12037037037038
J1741,J,0,10,55.45814102564102
J3285,J,1,10,61.99661946902654
J0735,J,1,10,44.0
J2425,J,0,10,32.06719355
J9055,J,0,10,64.02519469026548
J0775,J,0,10,51.310513273008844
J2850,J,0,10,32.8125
J7308,J,1,10,367.30213333899997
J1212,J,0,10,565.4545132743363
J1230,J,1,10,18.19828761061947
J7183,J,0,10,1.4765517241379311
J1430,J,0,10,424.8950796460177
J0878,J,1,10,0.89098
J9226,J,0,10,35436.35371681416
J9225,J,0,8,3975.156136363636
J1458,J,0,10,388.6637168141593
J0641,J,1,10,2.928171429
A9543,A,1,10,59133.701063829794
J1980,J,1,9,30.56698571428571
J7194,J,0,10,1.4356
J7186,J,0,10,1.3237037037037038
J2503,J,0,6,889.428
J9264,J,1,10,14.4101
J1568,J,1,10,97.13
J9047,J,0,10,44.13547619047619
J8510,J,1,9,137.37
J2515,J,1,10,70.0
J7326,J,0,10,1150.0
J7321,J,1,10,232.7908139534884
J0600,J,1,10,6521.8
J0130,J,1,5,1328.1472727272728
J1071,J,1,9,0.10965267857142857
J7608,J,1,9,25.92142857142857
J3121,J,1,9,2.9168441176470585
J7181,J,0,9,15.426964285714286
J2274,J,1,9,50.275125
J2704,J,1,9,11.25
J7611,J,1,9,0.4829
J9267,J,1,9,21.667545454545454
J7200,J,1,9,1.5758035714285714
J7336,J,1,9,3.0998532039411764
J3471,J,0,9,0.4188501683333334
C9447,C,0,4,466.0
J7605,J,1,9,17.109
J7686,J,0,9,1092.4577286605504
J3145,J,0,9,1.6471696413660715
J1322,J,0,9,236.2125
J7639,J,0,9,45.30525575645455
J7182,J,0,9,1.8394495412844036
J3480,J,1,9,12.769076923076923
A9604,A,0,9,14467.743486238533
J3410,J,0,9,25.673076923076923
J9070,J,1,9,73.25
90375,9,0,9,341.66281690140846
90376,9,0,9,385.34641509433965
90715,9,1,9,55.74518518518518
90632,9,1,9,73.21034146341464
Q9978,Q,0,0,537.192
S0157,S,0,9,38.057574808750005
Q5101,Q,0,9,0.918866667
Q9979,Q,0,0,
J9308,J,0,8,59.99218
J9299,J,0,8,29.902273812142855
J7517,J,1,8,26.102999999999998
J8520,J,1,8,13.4801866696
J8521,J,1,8,44.92770667
J8501,J,1,8,13.859958333333335
J9271,J,0,8,51.723461538461535
J7520,J,1,8,31.530484
J7509,J,1,8,3.100732
J2540,J,1,8,132.0753293098
Q0167,Q,1,8,18.01833333
Q0162,Q,1,8,922.26
Q0166,Q,1,5,425.0
J8530,J,1,8,7.484
J7500,J,1,8,11.70602033161
J8610,J,1,8,18.243214284285713
J7340,J,0,8,205.41591428499999
J7502,J,1,8,15.760727272727273
J8700,J,1,8,38.84997583
Q0180,Q,0,0,144.108
J7620,J,1,8,2.246666667
Q0164,Q,1,8,0.41694400000000004
J2700,J,1,8,94.29445
J0714,J,0,8,85.9939975
J1833,J,0,8,0.9953473945384617
J7507,J,1,8,36.345
J7508,J,0,8,0.47533933347
Q0169,Q,1,8,2.2
J1575,J,1,8,20.48346979
J7188,J,1,8,5.16
J7612,J,1,8,2.7324
J7298,J,0,8,948.3594642857142
Q9980,Q,0,0,
J7297,J,0,8,777.0153846153845
J9039,J,0,8,115.6242542724
J1443,J,0,8,0.09026352952
J2860,J,1,8,133.30185294117646
C9459,C,0,0,
J0875,J,0,8,15.913626999999998
J0202,J,0,8,1994.102224854369
J8540,J,1,8,4.699365079
J8655,J,1,8,630.3483529411765
J1447,J,0,8,1.2760790126296295
J7205,J,0,8,2.317910447761194
J3380,J,0,8,28.88861111
C9460,C,1,8,16.07805890410959
J2407,J,1,8,26.353960365409833
J0695,J,0,8,5.864611
J3090,J,1,8,1.7475
J0596,J,0,8,33.21123321179488
J9032,J,1,8,43.771530612244895
J7313,J,0,8,463.21052627899996
S5551,S,1,3,6.013019650655021
C9475,C,0,0,
J7512,J,1,8,92.07
S0174,S,0,0,
S0183,S,1,3,0.4049
S5561,S,0,3,
S0119,S,1,3,0.0818771042020202
C9473,C,0,0,
J2001,J,1,8,1.72
Q9963,Q,1,8,5.3793
A9579,A,1,8,6.076
Q9966,Q,1,8,6.462065979381443
Q9967,Q,1,8,5.724637121397727
C9137,C,1,0,
90714,9,1,8,34.56097777777778
A9606,A,0,8,139.08949148865977
A9585,A,1,8,0.8966666669999999
J1571,J,1,8,101.21532258064515
C9472,C,0,0,53.25742577319588
C9470,C,0,0,
C9138,C,0,0,
C9471,C,0,0,24.9806701043299
J0887,J,0,8,2.88475
J0888,J,0,8,2.755809523809524
J0570,J,1,8,1237.5
C9478,C,0,0,
C9480,C,0,0,
J7503,J,0,8,1.3703296705054946
C9479,C,0,0,
Q4081,Q,1,8,15.247361764705882
C9482,C,0,8,14.829194138241759
J9295,J,0,7,5.328501030927835
J9176,J,0,7,6.547356078329411
90585,9,0,7,
90586,9,0,7,123.17614519572955
Q5102,Q,0,1,
J2182,J,0,7,35.22158695652174
J1130,J,0,1,0.21
J7207,J,1,7,2.209605263157895
J7179,J,1,7,1.9800000000000002
J2170,J,0,7,121.58907954545454
J2840,J,0,7,508.3776595744681
J7320,J,0,7,13.32084
J9325,J,0,7,52.747113402061856
J9145,J,0,7,68.70642857142857
J2786,J,0,7,9.460681818181818
J9352,J,0,7,300.6795531914894
J9034,J,0,7,24.600213636363637
J7175,J,0,7,10.27
J2326,J,0,7,1067.6283779999999
J1942,J,0,2,2.9795817112061855
J7209,J,0,7,1.9
J9205,J,0,7,55.301431126153844
J7342,J,1,7,28.32
A9587,A,0,7,61.36363636227273
J8670,J,1,7,3.6821666670000006
J7202,J,0,7,4.757049180327869
A9588,A,0,7,427.16590909090905
J7322,J,0,7,29.875
C9484,C,0,0,
C9488,C,0,7,38.29628823529412
C9248,C,0,7,3.0870419672131146
Q9984,Q,0,0,
Q9989,Q,0,0,
Q9986,Q,1,0,
J7330,J,0,7,51026.77142857143
S0073,S,1,6,16.65833333
Q5104,Q,1,7,75.339
S0020,S,1,6,4.907925
S0171,S,1,6,6.52
Q4133,Q,1,2,3000.0
Q4132,Q,0,7,6528.5759493670885
C9493,C,0,1,
J9285,J,1,5,48.958333333333336
J1324,J,0,6,0.663992593
J0565,J,0,6,38.0
C9028,C,0,0,
J9203,J,0,6,197.0108538118421
J7211,J,0,6,1.872763157894737
Q2040,Q,0,0,475000.0
C9492,C,0,0,74.40188421052632
J1555,J,1,6,19.961725490196077
C9250,C,0,6,227.37
J2062,J,1,4,39.3
C9016,C,0,0,
J9023,J,0,6,83.78703289473685
J1627,J,0,6,6.551200000000001
J2350,J,0,6,57.123181579999994
J9022,J,0,6,80.64782840620688
J7296,J,0,6,991.7941463414634
J1744,J,1,6,574.9926667
J0606,J,0,6,3.4249421052631575
C9497,C,1,0,145.0
J3358,J,0,6,13.349561914146342
C9029,C,0,0,
90378,9,1,6,35.700472727272725
J1428,J,0,6,160.0
J2547,J,1,6,1.583333333
J2590,J,1,6,9.138000000000002
C9015,C,0,0,
J1726,J,1,6,31.999532467532468
J1642,J,1,6,3.0
A9575,A,1,6,0.6
C9014,C,0,0,
C9024,C,0,0,
J7210,J,0,6,1.7101315789473683
J7345,J,0,6,1.6688
J7328,J,0,6,2.0954652257894737
90739,9,0,6,126.57104477611941
Q5103,Q,0,6,94.62799999999999
C9468,C,0,0,
C9466,C,0,0,
C9463,C,0,0,
C9467,C,0,0,
C9464,C,0,0,0.885885886
J7631,J,1,6,9.03945205479452
C9469,C,0,0,
C9462,C,0,6,0.45489497732876716
Q2041,Q,1,6,401098.3606557377
C9465,C,0,0,
Q5105,Q,1,6,6.0665
Q5106,Q,1,6,15.706719999999997
Q9991,Q,0,6,1747.5141481481483
Q9992,Q,0,6,
Q9995,Q,0,0,
C9030,C,0,0,80.30225714385715
C9031,C,0,0,
Q9993,Q,0,0,
C9032,C,0,0,
Q5110,Q,0,6,0.8413559322033899
J0500,J,1,6,84.058
Q5108,Q,1,6,340.1274875925373
C9033,C,0,0,
C9034,C,0,0,
J1599,J,1,5,100.7436
J9229,J,0,5,2247.2252630789476
J7295,J,1,5,368.15
Q2042,Q,0,5,497197.0905
J7203,J,0,5,4.694705882352942
J0517,J,0,5,177.90278988043477
J9173,J,0,5,74.40206140289474
A9589,A,0,5,1162.09375
C9037,C,0,0,
J3316,J,0,5,2905.6242106842105
J2787,J,0,5,1855.7758620689656
C9038,C,0,0,
J3245,J,0,5,149.5033328125
J0185,J,0,5,2.93736037909589
J9312,J,0,5,409.5173274336283
J9311,J,0,5,46.97557143
J7170,J,0,5,55.97426667
J9057,J,0,5,
J7329,J,0,5,13.99298125
J1628,J,0,5,123.45767307692307
J1746,J,0,5,64.4786328125
B4105,B,0,5,3018.7125
J9044,J,1,3,45.79942857
J0599,J,0,5,9.928336842105262
C9035,C,0,0,3.154489814671875
J0841,J,0,5,1245.0
J0567,J,0,5,94.99907894421052
J9153,J,0,5,197.46439591973686
J7177,J,0,5,1.1
A9513,A,0,5,258.34457142857144
J1454,J,0,5,679.684347826087
J3397,J,0,5,232.40625
J0584,J,1,5,434.54675
Q5111,Q,0,5,347.9166667
J1301,J,0,5,19.386113923670887
J3304,J,1,5,19.686825657894737
C9039,C,0,0,
C9407,C,0,0,
C9408,C,0,0,15706.232857142857
C9036,C,0,0,
J3398,J,0,5,2833.333333
J1095,J,0,5,1.1429313777164178
J7318,J,0,5,134.86518264863014
C9141,C,0,0,
C9045,C,0,0,
C9040,C,0,0,2.861723861622951
C9046,C,0,5,1.53125
C9290,C,0,5,1.4639026253934426
C9043,C,0,0,
C9041,C,0,1,213.52459016393442
J1573,J,0,5,100.05
J1551,J,1,5,19.871636363636366
J7208,J,0,5,2.384262295081967
J9030,J,0,5,119.24565882352941
C9052,C,0,0,
J9036,J,0,5,25.9749
J7677,J,0,5,0.22376699293103447
J9356,J,0,5,77.92066667
C9047,C,0,5,686.3322883965517
C9048,C,0,0,
C9051,C,0,0,
C9050,C,0,0,
C9049,C,0,0,
Q5107,Q,0,5,68.88133333333333
J9313,J,1,5,22.07
J7401,J,0,2,10.34155902796875
J2798,J,0,5,10.5728294259375
J1303,J,0,5,213.4666667
J9204,J,0,5,202.7657265625
J0593,J,1,5,83.46233333
J3031,J,1,5,3.0621650794285715
Q5117,Q,0,5,90.67095238
J3111,J,0,5,9.724455412
J7331,J,1,5,23.282999999999998
J9119,J,0,5,26.98527792272727
J1944,J,0,5,3.0679245176144576
J1943,J,0,5,
J0642,J,1,5,2.355094339622642
J1096,J,0,5,158.39189655172413
J0291,J,1,5,3.40685
J0222,J,0,5,96.15781249999999
J0121,J,0,5,3.83194
J0122,J,0,5,1.0591836734693878
J7314,J,0,5,485.2656565472727
J9210,J,1,5,681.4745454545455
J9269,J,0,5,284.6761103448276
J7332,J,0,5,24.45
C9058,C,0,1,
J9118,J,0,5,66.50304604
Q5115,Q,0,5,84.55499999999999
Q5114,Q,1,5,86.86104402849057
Q5118,Q,0,4,61.34
J0179,J,0,4,315.822399988
J9309,J,0,4,114.09266669411764
J9199,J,0,0,42.38461538461539
C9054,C,0,0,
C9055,C,0,0,
Q5113,Q,0,4,93.5
Q9961,Q,0,4,0.406253333
Q5116,Q,0,4,80.74
C9053,C,0,0,
Q9950,Q,0,4,29.050000000000004
C9057,C,0,0,
C9056,C,0,0,
Q5112,Q,1,4,88.31066667
J2502,J,1,4,1581.3963999999999
J0742,J,0,4,2.2790017391304347
Q5119,Q,0,4,71.68
J0791,J,0,4,114.68403469387756
J7204,J,0,4,2.36695652173913
J1729,J,1,3,28.876000000000005
C9122,C,0,1,
J1558,J,0,4,17.441478260869566
J9177,J,0,4,30.605163043478257
Q5121,Q,0,4,50.0
J0896,J,0,4,36.31187391304348
J1429,J,0,4,160.0
Q5120,Q,0,4,327.1275977444445
J9198,J,0,4,44.57692307692308
J9358,J,0,4,24.605663043478263
C9063,C,0,0,
J7169,J,1,4,275.0
J1201,J,0,4,15.918367346938776
J0223,J,0,4,105.85789874693879
C9059,C,0,0,
J3399,J,1,4,2322044.36
J0691,J,0,4,0.683333333
J9246,J,0,4,40.0
C9061,C,0,0,
J7333,J,0,1,281.78723404255317
J1437,J,0,4,27.07275294117647
J7351,J,0,4,195.3443023255814
J9227,J,0,4,71.04606976744185
C9065,C,0,1,
C9066,C,0,0,
C9062,C,0,0,
J3032,J,0,4,15.964769565217392
J1738,J,0,4,3.1333333329999995
J1632,J,0,4,74.5
C9064,C,0,0,
J3241,J,0,4,304.8771304347826
90743,9,0,3,64.247111112
90746,9,1,3,108.02416666666666
90740,9,1,3,173.74683334000002
90747,9,1,3,
90744,9,1,3,64.01382500000001
Q5122,Q,0,3,327.0833333
C9069,C,0,0,
S1091,S,0,3,1500.0
Q0249,Q,0,3,
J9316,J,0,3,70.80622772675
J9317,J,0,3,30.757177002558137
J9144,J,0,3,47.271598192325584
J0693,J,0,0,
J9223,J,0,3,181.688075
C9072,C,0,0,
J7212,J,0,3,2.356
C9073,C,0,0,
J9281,J,0,3,277.17495348837207
J1823,J,0,3,445.4401681260869
C9071,C,0,0,
J7352,J,0,2,1882.3958333333333
C9070,C,0,0,
J9216,J,0,3,15388.706153846155
J9037,J,0,3,43.239805000000004
J7402,J,0,3,
J1554,J,0,3,458.59049999999996
Q2053,Q,1,3,424000.0
C9074,C,0,0,301.0273130054054
J1427,J,0,3,56.4
J9349,J,0,3,12.56532
J3303,J,0,3,8.125
Q0247,Q,0,2,2100.0
C9077,C,0,0,
Q5123,Q,0,3,71.68
C9075,C,0,0,
J1951,J,0,3,142.2381587
J7168,J,0,3,
J0224,J,0,3,
J9348,J,0,3,545.7906029411764
C9076,C,0,0,
C9078,C,0,0,
C9080,C,0,0,
J9353,J,0,3,43.458388235294116
90587,9,0,3,99.78727272727272
